price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
1495000.0,"746 12th Ave,", San Francisco,CA,94118,3,2.5,"1,690",1916,Condo,$300/month,None,$885,"This sophisticated, top floor condominium on a stately block in the Inner Richmond offers spacious rooms and updated elegance to create an environment where you'll truly feel at home - just a stroll from some of the most compelling attractions in Golden Gate Park. With gleaming hardwood floors, the traditional floorplan features a large living room, formal dining room with built-in cabinetry, and light-filled gourmet kitchen with stainless steel appliances and DCS range. The interior is enhanced with period details such as the fireplace, stained glass, bay windows and coved ceilings. The generous floor plan has three bedrooms, including a true master suite with an adjoining sunroom/office. The two full baths are remodeled with radiant floor heating and ample storage. Five skylights bathe the home in gorgeous light year-round. Recent upgrades include the roof, sewer lateral, and tankless water heater. Deeded garage space for 2 car parking, storage, and access to the large shared yard.Read more",None,"'Mccoppin (Frank) Elementary School', 'Roosevelt Middle School', 'Independence High School'",3
25000000.0,"2000 Washington St # 7,", San Francisco,CA,94109,4,4.0,"5,360",1922,Condo,"$4,723/month",None,"$4,664","This 2 level beautifully renovated Penthouse at the esteemed 2000 Washington Street showcases sweeping views from the Golden Gate Bridge to Russian Hill. Sophistication is found at every moment, from the prominent entry hall with sweeping stair and fireplace, to the nearly 50' long grand gallery framing Bay views. The large public rooms with panoramic views set the tone for entertaining. An upper level library/media room opens to a full-width rooftop terrace with spectacular views of the GGB & Alcatraz.Read more",None,"'Sherman Elementary School', 'Marina Middle School', 'Galileo High School'",3
369000,"14 Clipper Way,", Daly City,CA,94014,3,2,"1,680",2012,Mobile / Manufactured,None,None,$220,"From the moment you step through the door, the charm of this gorgeous 3 bedroom, 2 bathroom home will embrace you with warmth, style, and flair for true Franciscan living. This home boasts soaring 9' coffered ceilings lined with crown molding and outfitted with cornice boxes. Designer wood laminate floors cover the spacious open area at the front of the home, stretching from the living room to the dining room. The gourmet kitchen showcases stainless steel appliances, granite countertops, designer cabinetry, and a layout that includes a walk-in pantry and a large island. Enjoy family nights in the cozy living room that has a gas burning fireplace that sits below a recessed arch niche for a flat screen TV. Both baths have granite countertops, beveled medicine cabinets, and tile showers. The spacious master bedroom features a large walk-in closet, dual sinks, vanity, and soaking tub. The community features 24 hour security, clubhouse, swimming pool, spa, library, and billiard room. Don't let someone else buy this home before you get a chance to look at it! Call Grant today to schedule a viewing! This is a manufactured home on leased land (not real estate); the land lease is $1,345 per month. 2012 Skyline Serial #: CG700261EA/B HCD #: DL1164796 *Information deemed reliable, but not guaranteed. *List price excludes closing costs & escrow fees.Read more",None,"'Susan B. Anthony Elementary School', 'Thomas R. Pollicita Middle School', 'Jefferson High School'",3
1150000,"16 Sharon Ct,", Daly City,CA,94014,4,3,"2,100",1998,Single Family,None,"3,001 sqft",$548,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/16-Sharon-Ct-Daly-City-CA-94014/15464566_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""16 Sharon Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16 Sharon Ct"",""postalCode"":""94014"",""addressLocality"":""Daly City"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISblitqsj82fv01000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1150000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/16-Sharon-Ct-Daly-City-CA-94014/15464566_zpid/""},""performer"":""Intero Real Estate Services""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/16-Sharon-Ct-Daly-City-CA-94014/15464566_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""16 Sharon Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16 Sharon Ct"",""postalCode"":""94014"",""addressLocality"":""Daly City"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISblitqsj82fv01000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1150000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/16-Sharon-Ct-Daly-City-CA-94014/15464566_zpid/""},""performer"":""Intero Real Estate Services""}",None,None,1
898000,"41 W Cavour St,", Daly City,CA,94014,3,2,"1,410",1939,Multi Family,None,None,$637,None,None,"'Margaret Pauline Brown Elementary School', 'Benjamin Franklin Intermediate School', 'Jefferson High School'",3
988888,"30 Alta Vista Way,", Daly City,CA,94014,4,3,"1,520",1964,Single Family,None,"4,673 sqft",$651,"Location, Location, Location! Southern Hills!!! Stop Renting, Large Family? 4 bedrooms 3 baths, the spacious home comes with 2 bedrooms and 2 baths on the main level. Lower level has 2 bedrooms, 1 bath multi-functional fitting your lifestyle needs. Single family home features an open spacious living-dining area for entertaining with fireplace, elegant windows with lots of natural light, views, cook top stove, oven, refrigerator, Garage can park 2 car side-side with additional storage and washer-dryer included, close to Arden community park and more.Read more",None,"'Brisbane Elementary School', 'Lipman Middle School', 'Jefferson High School'",3
749950,"936 Brunswick St,", Daly City,CA,94014,2,1,"1,180",1931,Single Family,None,"2,252 sqft",$636,"THIS HOME IS A DIAMOND IN THE ROUGH. THE HOME OFFERS 2 BEDROOM, 1 BATHROOM WITH 1 CAR GARAGE. IMAGINE THE POSSIBILITIES WITH ALL THE EXTRA SPACE DOWN BELOW IN THE GARAGE AREA WITH 1/2 BATHROOM AND BONUS SPACE WITHOUT THE BENEFIT OF PERMITS. CONVENIENTLY LOCATED ACROSS THE STREET FROM A PARK AND WALKING DISTANCE TO TRANSPORTATION. GREAT OPPORTUNITY TO OWN A HOME AND PUT ALL OUR OWN SPECIAL TOUCHES ON IT. GREAT KITCHEN SPACE WITH KITCHEN NOOK, FORMAL DINING ROOM, AND CHARMING LIVING ROOM WITH HARDWOOD FLOORS. THIS IS A PROBATE SALE - SAN MATEO COUNTY WITH COURT CONFIRMATION.Read more",None,"'George Washington Elementary School', 'Thomas R. Pollicita Middle School', 'Jefferson High School'",3
849000,"335 Lowell St,", San Francisco,CA,94112,3,2,"1,156",1900,Single Family,None,"4,033 sqft",$734,"Open HousesSun, Mar 81:00 PM - 3:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T15:00:00"",""name"":""Open House - 1:00 PM - 3:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/335-Lowell-St-San-Francisco-CA-94112/15179731_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""335 Lowell St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""335 Lowell St"",""postalCode"":""94112"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISb9dpuglm5gcm0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":849000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/335-Lowell-St-San-Francisco-CA-94112/15179731_zpid/""},""performer"":""Corcoran Global Living""}Tue, Mar 102:00 PM - 3:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-10T14:00:00"",""endDate"":""2020-03-10T15:30:00"",""name"":""Open House - 2:00 PM - 3:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/335-Lowell-St-San-Francisco-CA-94112/15179731_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""335 Lowell St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""335 Lowell St"",""postalCode"":""94112"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISb9dpuglm5gcm0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":849000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/335-Lowell-St-San-Francisco-CA-94112/15179731_zpid/""},""performer"":""Corcoran Global Living""}",None,"'Brisbane Elementary School', 'Lipman Middle School', 'Jefferson High School'",3
1188000,"54 Wessix Ct,", Daly City,CA,94015,5,3,"2,028",1969,Single Family,None,"3,497 sqft",$586,"54 Wessix Ct features 5 bed, 3 bath, 2,028+/- living sqft on a 3,498 sqft lot. Nestled in a quiet court, providing peace, privacy & consistency. Situated at the cusp of South San Francisco & Daly City, this stunning Serramonte residence features an inviting layout, hardwood floors, recessed lighting, dual pane windows, & wood-burning fireplace. The main level consists of 3bed & 2 baths of which has 1 master bedroom offering his&her closets, designated makeup section & upgraded bathroom. The downstairs is a residence of its own featuring a 2bedroom in-law unit w/ separate entrance. 2 Car side by side garage. Conveniently located close to Serramonte Mall, blocks away from HWY 280 and Westborough Square, which features Pacific Supermarket, Philz Coffee, Paris Baguette, Chase Bank & more. The functionality of this home is a solid opportunity for an expanding family, multigenerational living, or someone who will like to benefit from supplemental income from renting a portion of the home.Read more",None,"'Skyline Elementary School', 'Westborough Middle School', 'El Camino High School'",3
950000,"487 John Daly Blvd,", Daly City,CA,94014,2,2,"1,260",1912,Single Family,None,"2,874 sqft",$754,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/487-John-Daly-Blvd-Daly-City-CA-94014/15458915_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""487 John Daly Blvd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""487 John Daly Blvd"",""postalCode"":""94014"",""addressLocality"":""Daly City"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISjjunjwxwe1at0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":950000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/487-John-Daly-Blvd-Daly-City-CA-94014/15458915_zpid/""},""performer"":""Keller Williams Palo Alto""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/487-John-Daly-Blvd-Daly-City-CA-94014/15458915_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""487 John Daly Blvd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""487 John Daly Blvd"",""postalCode"":""94014"",""addressLocality"":""Daly City"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISjjunjwxwe1at0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":950000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/487-John-Daly-Blvd-Daly-City-CA-94014/15458915_zpid/""},""performer"":""Keller Williams Palo Alto""}",None,"'Woodrow Wilson Elementary School', 'Benjamin Franklin Intermediate School', 'Jefferson High School'",3
